doc_id,scaled_score,normalized_score
0000,3.8759689778089523,1.0
0001,3.8759689778089523,1.0
0002,3.100775182247162,0.9657043723649008
0003,3.8759689778089523,1.0
0004,2.6578073320706608,0.9461068723191685
0005,0.0,0.8285218618245043
0006,3.7335864566001575,0.9937008036479644
0007,3.1614195796522693,0.9683873629712088
0008,3.5714285916392807,0.9865267191975456
0009,3.8630251170241325,0.9994273459976353
0010,3.7568010085018977,0.9947278469915722
0012,3.7023979114408356,0.992320979999493
0013,3.793852476082271,0.9963670543004356
0014,2.9069767441860517,0.9571304659352305
0015,2.926111788791874,0.9579770263286955
0016,2.9069767441860517,0.9571304659352305
0017,2.8691695628280667,0.9554578248212154
0018,3.102872874039597,0.9657971771022691
0020,2.9940678617276784,0.960983495403001
0021,3.6718634002620987,0.990970091703687
0022,2.8083619745341015,0.9527676144280751
0023,2.9069767441860517,0.9571304659352305
0024,3.6337209302325646,0.9892826169629122
0025,2.9069767441860517,0.9571304659352305
0026,3.100775182247162,0.9657043723649008
0027,2.8493145588496804,0.9545794124460976
0028,2.9115866451594474,0.9573344142229021
0030,2.977979751112303,0.9602717355125373
0032,3.7305642917090376,0.9935670989635988
0035,3.0289106983018566,0.9625249898728228
0038,2.9069767441860517,0.9571304659352305
0040,0.7267441860465129,0.8606740128521859
0041,2.9069767441860517,0.9571304659352305
0042,2.9069767441860517,0.9571304659352305
0044,3.7144702794246753,0.992855077975274
0046,2.9069767441860517,0.9571304659352305
0047,3.8759689778089523,1.0
0048,0.0,0.8285218618245043
0050,3.070687094039015,0.9643732344283662
0051,3.832576229395479,0.9980802458041172
0052,2.8390687575057805,0.9541261242622584
0053,3.734657620332482,0.993748193388066
0054,2.0218522364160165,0.9179713541067074
0055,0.0,0.8285218618245043
0056,3.872043663326219,0.999826338749586
0057,3.7638998317847117,0.9950419085866838
0058,2.890850511618248,0.9564170194777527
0059,3.0060997505158005,0.9615158025241194
0060,2.862792677594622,0.9551757027471096
0061,2.9735185467436587,0.9600743657648599
0063,0.14224764455161854,0.8348150910498192
0064,3.7172259248780537,0.992976991477297
0065,3.801268312282058,0.9966951409780727
0066,2.9069767441860517,0.9571304659352305
0067,3.8759689778089523,1.0
0068,2.8238043624216336,0.9534508066669962
0070,0.9286175662463481,0.8696051657024934
0073,3.840373355755655,0.9984252012769338
0074,3.8557816441206483,0.9991068849066086
0078,3.8759689778089523,1.0
0080,3.7173369783264354,0.9929819046328655
0081,0.0,0.8285218618245043
0083,0.0,0.8285218618245043
0084,0.0,0.8285218618245043
0085,3.8363109856277555,0.9982454764984072
0086,3.8759689778089523,1.0
0087,3.7010120569658245,0.992259667913014
0088,3.7532269738701496,0.994569726839441
0091,2.797241958905572,0.9522756498155152
0093,3.814846210656586,0.9972958456655794
0094,2.9069767441860517,0.9571304659352305
0095,3.858809744895886,0.9992408522025593
0096,3.128081304136776,0.9669124323285466
0097,3.834071675986983,0.9981464063948547
0098,3.840373355755655,0.9984252012769338
0100,0.7267441860465129,0.8606740128521859
0103,0.9689922336229007,0.8713913958892736
0104,0.02987650768238037,0.8298436391508689
0106,0.9657562733216829,0.8712482326052433
0107,0.0,0.8285218618245043
0110,0.9286175662463481,0.8696051657024934
0111,-0.1889016454824366,0.8201645961572422
0112,3.7894518210543904,0.9961723633379294
0113,3.8707318165512317,0.9997683008643927
0114,0.8756010098802669,0.8672596411561976
0115,0.8429109638832255,0.8658133890689033
0116,0.9383067402404799,0.8700338279354691
0117,-0.9333966115696313,0.7872271264828
0118,0.7820203226842626,0.8631195043023094
0119,0.9590777417198826,0.8709527652856184
0121,0.855125619704411,0.8663537820520936
0123,3.781761406157935,0.9958321289253758
0124,3.8759689778089523,1.0
0125,3.8707318165512317,0.9997683008643927
0126,0.004910128670876368,0.828739092593766
0127,3.6337209302325646,0.9892826169629122
0128,3.754190309761929,0.994612346129251
0130,0.9385475727601289,0.8700444826936258
0131,0.9286175662463481,0.8696051657024934
0132,3.8355943104323997,0.9982137698132196
0136,3.861300505322962,0.9993510468308242
0137,0.7267441860465129,0.8606740128521859
0138,0.0,0.8285218618245043
0139,-0.7267441860465129,0.7963697107968226
0140,3.8689454538896606,0.9996892697511238
0141,0.9657562733216829,0.8712482326052433
0143,3.7165598999884253,0.9929475256305098
0146,3.8542746047631193,0.9990402114361382
0147,0.9383067402404799,0.8700338279354691
0150,3.8759689778089523,1.0
0151,0.9420757887052544,0.8702005757647558
0152,0.9447137899304403,0.8703172845261493
0154,0.7267441860465129,0.8606740128521859
